26 11 0
22 14 0
9 16 0
20 16 1
5 11 1
13 10 1
23 21 1
12 4 0
7 8 1
18 17 1
0 12 0
27 2 1
25 15 0
10 2 0
21 0 0
8 20 0
24 1 1
19 13 0
15 22 0
6 23 1
2 15 1
1 4 0
4 29 0
29 5 1
11 11 1
14 11 0
3 6 0
28 5 0
16 9 0
17 18 0
18 19 0
2 28 1
18 10 1
0 17 0
13 27 0
1 1 0
25 21 1
27 15 1
5 1 1
19 12 1
22 2 0
22 10 0
28 6 1
28 16 0
0 22 0
24 28 0
14 22 0
29 9 1
27 21 0
0 9 1
23 24 1
14 10 0
13 29 1
6 2 0
9 11 1
1 10 1
4 6 1
19 25 1
10 11 0
10 26 0
5 27 0
29 10 1
10 22 0
13 13 0
9 10 1
21 7 0
22 10 0
1 28 1
27 4 0
18 16 0
24 15 0
1 28 1
20 20 0
17 22 1
23 21 0
4 24 1
27 28 1
9 5 1
16 12 1
5 4 0
16 0 1
3 27 1
23 18 0
12 8 0
25 5 1
27 23 0
26 26 0
19 6 0
11 22 0
8 22 0
28 18 0
5 0 0
23 19 0
21 10 0
11 25 0
3 8 0
23 0 0
2 9 1
8 21 0
24 25 0
2 5 0
18 16 0
28 20 1
3 20 0
29 19 1
10 0 1
8 26 0
6 25 1
20 9 0
2 16 0
4 3 0
13 19 0
13 11 1
24 21 0
5 22 0
17 18 0
26 25 0
28 21 0
1 21 0
23 10 0
24 18 0
14 25 0
16 16 0
20 4 0
22 24 0
18 15 1
5 12 0
14 29 1
0 9 1
4 28 0
10 18 0
17 9 1
12 24 1
3 28 0
4 20 1
15 12 1
48 27 2
46 0 2
49 13 2
42 17 2
43 10 2
36 26 2
56 3 2
45 13 2
55 4 2
51 27 2
44 6 2
54 9 2
38 25 2
52 23 2
39 8 2
53 11 2
34 8 2
40 25 2
35 8 2
30 17 2
58 13 2
50 26 2
37 10 2
33 20 2
32 0 2
31 26 2
59 19 2
57 20 2
41 21 2
47 24 2
49 17 2
34 1 2
46 16 2
48 5 2
50 10 2
36 16 2
36 21 2
53 15 2
42 15 2
44 0 2
40 2 2
54 28 2
38 21 2
52 23 2
33 19 2
39 28 2
55 3 2
36 29 2
52 20 2
43 26 2
51 20 2
45 5 2
55 3 2
38 3 2
40 12 2
53 22 2
35 26 2
59 4 2
54 4 2
30 21 2
31 4 2
34 24 2
53 26 2
40 2 2
52 25 2
32 5 2
35 9 2
44 5 2
36 13 2
41 3 2
32 27 2
56 12 2
34 27 2
38 4 2
58 10 2
33 18 2
37 11 2
48 7 2
59 13 2
43 10 2
42 13 2
38 3 2
30 8 2
33 20 2
34 12 2
47 19 2
38 23 2
30 6 2
57 11 2
48 7 2
44 8 2
50 14 2
50 28 2
55 22 2
55 5 2
44 3 2
55 8 2
56 15 2
42 15 2
44 5 2
44 10 2
54 2 2
45 29 2
40 7 2
36 20 2
34 10 2
46 4 2
44 12 2
56 4 2
41 18 2
33 28 2
30 12 2
46 13 2
33 14 2
45 14 2
47 15 2
47 24 2
52 16 2
45 29 2
57 40 3
36 48 3
58 34 3
52 57 3
55 56 3
56 35 4
39 49 3
43 51 4
46 53 3
40 44 4
31 31 4
42 51 4
45 50 4
41 40 4
50 56 3
35 51 3
37 57 4
49 57 3
32 47 4
44 30 3
51 42 4
48 58 3
47 36 4
34 34 4
30 51 4
38 33 4
33 51 4
53 59 3
59 52 3
54 36 3
46 38 3
54 53 3
30 52 3
42 52 3
46 39 4
48 45 4
38 56 4
55 46 3
31 47 4
54 50 3
58 40 3
55 55 3
47 54 3
39 36 3
35 41 3
47 31 4
35 43 3
55 58 4
52 51 4
34 33 4
48 53 4
36 32 4
57 47 3
33 55 3
33 52 3
32 32 4
53 43 4
54 47 4
32 40 3
49 30 4
51 56 3
39 41 3
92 8 5
90 6 5
93 24 5
77 26 5
94 20 5
85 6 5
91 6 5
68 28 5
69 18 5
83 23 5
89 7 5
80 2 5
88 13 5
65 23 5
86 23 5
60 19 5
72 8 5
99 22 5
97 18 5
76 8 5
87 27 5
74 0 5
61 9 5
81 25 5
95 20 5
66 20 5
67 10 5
78 13 5
75 18 5
71 1 5
70 6 5
63 2 5
96 16 5
84 10 5
62 18 5
82 4 5
64 8 5
73 6 5
79 16 5
98 20 5
65 18 5
83 0 5
60 8 5
74 20 5
72 15 5
63 26 5
93 20 5
61 23 5
73 22 5
86 1 5
77 29 5
84 19 5
67 23 5
70 3 5
71 24 5
79 10 5
90 16 5
64 1 5
87 20 5
84 26 5
67 28 5
84 14 5
75 25 5
84 18 5
63 17 5
79 17 5
79 5 5
71 21 5
68 28 5
75 0 5
88 7 5
75 1 5
78 8 5
83 11 5
61 25 5
92 24 5
60 17 5
71 24 5
92 24 5
69 6 5
78 19 5
67 21 5
90 13 5
76 21 5
96 10 5
64 18 5
65 10 5
71 8 5
61 8 5
60 20 5
64 16 5
85 12 5
75 6 5
93 28 5
64 18 5
63 22 5
76 10 5
72 23 5
99 9 5
86 26 5
78 16 5
94 27 5
73 19 5
84 10 5
60 6 5
98 22 5
71 23 5
82 0 5
94 29 5
65 22 5
91 1 5
94 29 5
67 28 5
86 16 5
70 25 5
98 10 5
85 23 5
72 16 5
97 23 5
98 9 5
85 4 5
86 3 5
73 7 5
93 4 5
78 1 5
73 15 5
89 2 5
