43 118 0
99 33 0
57 32 1
127 100 0
108 47 0
85 48 1
19 42 1
3 149 0
37 39 0
76 101 0
27 20 0
31 145 1
110 51 0
72 125 0
50 61 0
134 19 1
17 75 0
123 127 0
114 31 0
103 1 1
67 142 1
23 83 0
54 24 0
66 136 0
56 108 1
71 62 1
45 63 0
60 81 0
58 104 1
101 9 0
124 27 0
18 13 0
38 145 1
133 130 1
70 99 0
135 25 0
16 112 0
42 14 0
82 143 0
120 7 0
21 148 1
128 148 0
26 18 0
96 110 0
117 27 0
48 136 0
36 69 0
115 65 1
84 52 0
121 109 1
136 114 0
34 0 1
12 4 0
44 35 1
104 49 0
107 47 0
73 25 0
11 116 1
53 57 0
78 49 1
52 115 1
97 87 0
65 65 1
81 144 1
29 12 1
40 82 0
7 70 1
55 134 0
49 25 0
109 142 0
105 45 0
25 91 0
106 18 0
13 66 0
59 67 0
24 142 0
102 59 0
131 5 0
116 147 0
100 67 1
141 90 0
130 18 1
39 26 0
79 51 1
33 41 0
137 78 0
8 104 0
14 114 0
35 66 0
91 49 0
28 16 0
69 15 0
93 49 0
77 0 1
144 96 0
5 56 1
64 71 0
32 110 0
83 140 0
62 82 1
4 7 0
86 109 0
20 34 1
125 149 0
75 72 1
138 44 0
9 104 0
1 123 0
51 139 1
129 89 0
111 131 1
47 117 0
15 109 0
143 131 0
88 30 0
46 31 0
149 137 0
139 64 1
80 74 0
92 132 1
63 134 0
30 11 0
0 33 0
2 110 0
41 118 0
68 107 1
145 5 1
119 32 0
6 5 0
142 27 1
90 101 0
22 99 0
122 129 0
94 81 1
118 84 1
132 40 1
148 42 1
98 8 1
113 131 0
147 71 0
61 22 0
74 33 0
126 116 0
146 88 0
112 36 0
95 63 1
10 70 1
140 65 0
87 6 1
89 41 0
41 85 0
93 36 0
132 128 0
118 73 0
126 93 1
14 131 0
74 105 0
14 46 1
70 116 0
128 129 1
43 142 0
146 119 0
8 43 0
149 12 1
138 142 0
15 75 1
11 0 0
141 78 0
126 145 1
26 5 0
26 60 0
119 98 0
79 12 0
50 127 0
119 77 0
53 10 0
3 136 0
41 19 0
49 96 0
33 112 1
2 98 1
45 144 1
120 25 1
103 73 0
142 81 0
96 134 0
79 86 1
102 136 0
65 26 1
114 47 1
59 130 1
63 68 0
76 76 0
14 22 0
61 56 1
8 111 0
90 57 0
133 16 0
90 0 0
36 136 0
74 81 1
103 48 0
138 101 0
49 42 1
91 29 0
7 4 0
59 19 1
140 96 0
61 121 0
73 123 1
3 10 0
146 124 0
3 109 0
17 132 0
32 42 1
64 36 0
46 5 0
131 82 0
131 73 0
128 46 0
86 24 0
75 48 0
5 93 0
10 28 0
5 36 0
41 15 1
65 38 0
94 58 0
25 99 1
24 48 0
69 49 0
39 1 0
64 126 0
114 34 1
118 136 1
46 129 0
141 105 0
130 51 0
44 115 0
122 121 0
6 56 0
26 129 0
120 13 1
42 121 0
131 78 0
52 92 1
77 34 1
120 148 1
101 111 0
72 115 0
7 20 0
88 138 1
61 0 0
133 19 0
134 119 1
57 83 0
43 35 0
43 115 1
13 28 0
104 110 0
36 67 1
138 32 0
0 114 0
85 82 0
3 28 0
6 101 0
88 3 0
119 55 0
84 69 0
63 146 0
56 149 0
101 66 0
129 135 0
120 52 1
110 72 0
88 31 0
85 55 0
131 113 0
60 142 0
64 22 0
132 131 1
19 96 0
46 33 0
82 7 0
145 58 0
9 15 1
36 70 1
64 149 0
49 60 0
146 17 0
145 73 1
117 14 0
44 60 0
41 149 1
124 38 0
29 75 1
80 24 0
64 53 0
147 6 1
4 8 0
85 38 0
95 66 0
45 138 1
21 73 0
109 87 0
83 90 0
27 88 0
66 104 0
96 121 0
129 67 0
53 22 1
89 4 0
129 71 0
38 36 0
43 124 0
111 142 0
30 87 0
75 30 0
4 55 0
102 37 0
48 111 0
140 116 0
146 11 0
111 44 0
58 104 0
51 37 1
94 126 1
12 32 0
99 100 0
17 102 1
4 36 0
43 143 0
87 124 0
131 145 0
101 0 1
31 99 1
125 71 1
95 8 1
35 3 0
133 103 1
118 10 1
119 33 1
8 108 0
6 120 0
30 19 0
145 11 0
20 5 0
28 18 0
0 14 0
120 29 0
84 15 0
54 76 0
76 90 0
24 33 0
7 142 0
23 63 0
77 47 1
54 37 1
34 5 1
41 117 0
54 88 1
79 14 1
110 130 0
90 148 0
29 57 0
119 8 0
91 46 0
94 85 1
51 79 0
90 122 0
95 103 0
82 64 0
107 121 0
137 21 0
82 38 0
104 111 1
28 43 0
22 31 1
36 57 0
91 21 0
89 17 0
121 1 0
119 2 0
140 2 1
130 140 0
105 52 0
96 89 1
7 10 0
44 104 0
2 93 1
5 97 1
67 13 1
87 1 0
128 60 0
59 13 1
37 55 0
83 0 1
146 14 1
46 89 0
148 14 1
141 82 0
64 30 0
65 32 0
94 143 0
95 80 0
76 100 1
23 105 1
107 18 1
0 125 0
36 132 1
138 37 0
21 86 0
88 137 0
112 61 1
4 118 0
67 8 1
29 18 0
144 120 0
71 118 0
56 121 1
100 14 0
38 102 0
55 134 1
44 69 0
28 56 0
44 65 0
115 12 0
2 75 1
145 92 1
99 72 0
27 100 1
130 17 1
127 39 0
123 15 0
65 139 0
100 117 0
23 134 1
78 148 0
38 26 1
142 137 0
43 61 0
56 17 1
55 34 0
41 31 0
144 65 1
116 137 0
121 144 0
1 37 1
140 99 1
31 29 0
81 146 1
62 15 0
26 13 1
12 19 0
5 21 0
91 14 0
50 130 1
25 52 0
25 94 0
15 143 0
123 139 1
10 5 0
67 32 0
126 2 0
61 110 0
69 121 0
114 100 0
65 149 0
88 30 0
103 56 0
136 106 0
90 17 1
103 19 0
26 136 0
95 139 0
137 75 1
2 111 0
122 32 0
113 77 1
23 23 0
19 144 1
81 133 0
52 62 1
79 134 1
124 29 1
144 47 1
138 93 1
54 110 0
15 135 1
131 7 1
134 20 0
68 38 0
108 70 1
4 111 0
129 146 0
46 7 1
135 123 0
47 104 0
22 92 0
147 113 0
101 74 0
137 117 0
131 109 0
112 146 1
71 42 0
10 117 1
48 112 1
149 9 0
134 110 0
11 77 1
50 70 1
93 21 0
114 34 0
20 149 0
20 40 0
64 139 0
87 124 1
12 130 0
106 127 0
32 42 0
130 97 0
44 52 0
21 15 0
25 25 0
63 123 1
26 147 0
55 149 1
103 147 0
75 30 0
5 15 0
85 18 0
37 105 1
33 123 0
59 144 0
43 130 0
40 83 0
93 79 0
42 127 1
101 138 0
104 7 0
117 8 0
30 51 0
91 119 1
22 132 0
71 35 0
103 26 0
60 118 1
119 117 0
8 35 0
135 146 0
34 118 1
44 70 1
0 5 0
63 13 0
85 67 0
62 81 1
78 74 0
2 123 0
111 100 0
0 90 1
84 141 0
34 102 0
73 101 0
41 64 0
40 112 0
116 19 0
143 79 0
112 141 1
27 114 0
60 113 0
62 70 0
73 139 1
18 4 0
27 13 0
60 68 1
128 129 1
99 131 1
4 49 0
106 44 0
105 145 0
49 143 0
123 130 0
119 4 1
38 64 0
78 3 0
71 121 1
99 62 0
36 127 0
117 83 0
117 125 1
56 114 1
83 32 0
53 48 0
62 16 1
104 17 0
4 2 1
33 91 0
121 44 0
71 111 0
77 22 1
3 26 0
55 35 0
5 118 0
143 111 0
62 67 0
0 65 1
39 58 1
36 53 1
90 141 1
70 128 0
55 34 1
122 93 1
85 12 1
13 98 0
114 67 0
68 18 0
68 95 0
96 83 0
70 140 0
16 50 1
38 72 0
106 109 1
104 38 0
20 87 0
29 109 0
57 138 0
105 79 1
63 70 0
39 88 0
146 96 0
29 122 1
102 97 0
7 15 1
39 0 0
113 129 0
75 7 0
15 4 0
112 63 0
74 141 1
62 3 0
79 141 1
138 109 1
