0 A 0
1 A 0
2 A 0
3 A 0
4 A 0
5 A 0
6 A 0
7 A 0
8 A 0
9 A 0
10 A 0
11 A 0
12 A 0
13 A 0
14 A 0
15 A 0
16 A 0
17 A 0
18 A 0
19 A 0
20 A 0
21 A 0
22 A 0
23 A 0
24 A 0
25 A 0
26 A 0
27 A 0
28 A 0
29 A 0
30 A 0
31 A 0
32 A 0
33 A 0
34 A 0
35 A 0
36 A 0
37 A 0
38 A 0
39 A 0
40 A 0
41 A 0
42 A 0
43 A 0
44 A 0
45 A 0
46 A 0
47 A 0
48 A 0
49 A 0
50 A 0
51 A 0
52 A 0
53 A 0
54 A 0
55 A 0
56 A 0
57 A 0
58 A 0
59 A 0
60 A 0
61 A 0
62 A 0
63 A 0
64 A 0
65 A 0
66 A 0
67 A 0
68 A 0
69 A 0
70 A 0
71 A 0
72 A 0
73 A 0
74 A 0
75 A 0
76 A 0
77 A 0
78 A 0
79 A 0
80 A 0
81 A 0
82 A 0
83 A 0
84 A 0
85 A 0
86 A 0
87 A 0
88 A 0
89 A 0
90 A 0
91 A 0
92 A 0
93 A 0
94 A 0
95 A 0
96 A 0
97 A 0
98 A 0
99 A 0
100 A 0
101 A 0
102 A 0
103 A 0
104 A 0
105 A 0
106 A 0
107 A 0
108 A 0
109 A 0
110 A 0
111 A 0
112 A 0
113 A 0
114 A 0
115 A 0
116 A 0
117 A 0
118 A 0
119 A 0
120 A 0
121 A 0
122 A 0
123 A 0
124 A 0
125 A 0
126 A 0
127 A 0
128 A 0
129 A 0
130 A 0
131 A 0
132 A 0
133 A 0
134 A 0
135 A 0
136 A 0
137 A 0
138 A 0
139 A 0
140 A 0
141 A 0
142 A 0
143 A 0
144 A 0
145 A 0
146 A 0
147 A 0
148 A 0
149 A 0
150 B 1
151 B 1
152 B 1
153 B 1
154 B 1
155 B 1
156 B 1
157 B 1
158 B 1
159 B 1
160 B 1
161 B 1
162 B 1
163 B 1
164 B 1
165 B 1
166 B 1
167 B 1
168 B 1
169 B 1
170 B 1
171 B 1
172 B 1
173 B 1
174 B 1
175 B 1
176 B 1
177 B 1
178 B 1
179 B 1
180 B 1
181 B 1
182 B 1
183 B 1
184 B 1
185 B 1
186 B 1
187 B 1
188 B 1
189 B 1
190 B 1
191 B 1
192 B 1
193 B 1
194 B 1
195 B 1
196 B 1
197 B 1
198 B 1
199 B 1
200 B 1
201 B 1
202 B 1
203 B 1
204 B 1
205 B 1
206 B 1
207 B 1
208 B 1
209 B 1
210 B 1
211 B 1
212 B 1
213 B 1
214 B 1
215 B 1
216 B 1
217 B 1
218 B 1
219 B 1
220 B 1
221 B 1
222 B 1
223 B 1
224 B 1
225 B 1
226 B 1
227 B 1
228 B 1
229 B 1
230 B 1
231 B 1
232 B 1
233 B 1
234 B 1
235 B 1
236 B 1
237 B 1
238 B 1
239 B 1
240 B 1
241 B 1
242 B 1
243 B 1
244 B 1
245 B 1
246 B 1
247 B 1
248 B 1
249 B 1
250 B 1
251 B 1
252 B 1
253 B 1
254 B 1
255 B 1
256 B 1
257 B 1
258 B 1
259 B 1
260 B 1
261 B 1
262 B 1
263 B 1
264 B 1
265 B 1
266 B 1
267 B 1
268 B 1
269 B 1
270 B 1
271 B 1
272 B 1
273 B 1
274 B 1
275 B 1
276 B 1
277 B 1
278 B 1
279 B 1
280 B 1
281 B 1
282 B 1
283 B 1
284 B 1
285 B 1
286 B 1
287 B 1
288 B 1
289 B 1
290 B 1
291 B 1
292 B 1
293 B 1
294 B 1
295 B 1
296 B 1
297 B 1
298 B 1
299 B 1
300 C 2
301 C 2
302 C 2
303 C 2
304 C 2
305 C 2
306 C 2
307 C 2
308 C 2
309 C 2
310 C 2
311 C 2
312 C 2
313 C 2
314 C 2
315 C 2
316 C 2
317 C 2
318 C 2
319 C 2
320 C 2
321 C 2
322 C 2
323 C 2
324 C 2
325 C 2
326 C 2
327 C 2
328 C 2
329 C 2
330 C 2
331 C 2
332 C 2
333 C 2
334 C 2
335 C 2
336 C 2
337 C 2
338 C 2
339 C 2
340 C 2
341 C 2
342 C 2
343 C 2
344 C 2
345 C 2
346 C 2
347 C 2
348 C 2
349 C 2
350 C 2
351 C 2
352 C 2
353 C 2
354 C 2
355 C 2
356 C 2
357 C 2
358 C 2
359 C 2
360 C 2
361 C 2
362 C 2
363 C 2
364 C 2
365 C 2
366 C 2
367 C 2
368 C 2
369 C 2
370 C 2
371 C 2
372 C 2
373 C 2
374 C 2
375 C 2
376 C 2
377 C 2
378 C 2
379 C 2
380 C 2
381 C 2
382 C 2
383 C 2
384 C 2
385 C 2
386 C 2
387 C 2
388 C 2
389 C 2
390 C 2
391 C 2
392 C 2
393 C 2
394 C 2
395 C 2
396 C 2
397 C 2
398 C 2
399 C 2
400 C 2
401 C 2
402 C 2
403 C 2
404 C 2
405 C 2
406 C 2
407 C 2
408 C 2
409 C 2
410 C 2
411 C 2
412 C 2
413 C 2
414 C 2
415 C 2
416 C 2
417 C 2
418 C 2
419 C 2
420 C 2
421 C 2
422 C 2
423 C 2
424 C 2
425 C 2
426 C 2
427 C 2
428 C 2
429 C 2
430 C 2
431 C 2
432 C 2
433 C 2
434 C 2
435 C 2
436 C 2
437 C 2
438 C 2
439 C 2
440 C 2
441 C 2
442 C 2
443 C 2
444 C 2
445 C 2
446 C 2
447 C 2
448 C 2
449 C 2
450 C 2
451 C 2
452 C 2
453 C 2
454 C 2
455 C 2
456 C 2
457 C 2
458 C 2
459 C 2
460 C 2
461 C 2
462 C 2
463 C 2
464 C 2
465 C 2
466 C 2
467 C 2
468 C 2
469 C 2
470 C 2
471 C 2
472 C 2
473 C 2
474 C 2
475 C 2
476 C 2
477 C 2
478 C 2
479 C 2
480 C 2
481 C 2
482 C 2
483 C 2
484 C 2
485 C 2
486 C 2
487 C 2
488 C 2
489 C 2
490 C 2
491 C 2
492 C 2
493 C 2
494 C 2
495 C 2
496 C 2
497 C 2
498 C 2
499 C 2
